IDPERSONA,RAMA,PC1,PC2
95251,ADMINISTRATIVO,1.511359887645248,-1.6225320115432131
651295,ADMINISTRATIVO,1.45533252435761,1.2345078381492305
654462,ADMINISTRATIVO,-5.2534266997799595,0.8527432050362589
97741,ADMINISTRATIVO,-1.7861538541689355,1.26753265811323
660656,ADMINISTRATIVO,-2.9357101904437912,0.6242761121779786
1255,ADMINISTRATIVO,1.501795736008885,4.7249883761503675
655976,ADMINISTRATIVO,-2.6176025677272294,0.2168445905379363
8331,ADMINISTRATIVO,2.050679292613135,3.2405595051991645
1180,ADMINISTRATIVO,2.6161991577328965,2.5749171128547523
1168,ADMINISTRATIVO,4.363683469826883,2.7232339278598725
1229,ADMINISTRATIVO,2.8748444273579814,3.9160001046889255
67848,ADMINISTRATIVO,5.784302458482028,-2.1469520008009493
95549,ADMINISTRATIVO,0.016871681143812066,1.588042768623277
7809,ADMINISTRATIVO,4.270420344053965,1.7460824322231674
640644,ADMINISTRATIVO,-1.8440091808968926,2.503156595862947
1247,ADMINISTRATIVO,2.981522035745006,1.6286041268724811
102085,ADMINISTRATIVO,0.7997191043899807,-1.7135703925474057
97637,ADMINISTRATIVO,-0.3297411035188195,1.3581103313360972
1205,ADMINISTRATIVO,6.037622559344697,1.3632180001307992
102302,ADMINISTRATIVO,-2.634631113428337,-0.14912851602744503
651135,ADMINISTRATIVO,1.5832938004933088,-1.59095976968769
96448,ADMINISTRATIVO,-0.701240419427204,-0.5094164138737715
1375,ADMINISTRATIVO,2.537172696620447,-0.16855243771394307
101041,ADMINISTRATIVO,-1.4125231945267904,-1.8790614470967122
1140,ADMINISTRATIVO,6.037460895017883,-0.7262027099011595
27983,ADMINISTRATIVO,-4.297061000789551,0.17435655931831262
651324,ADMINISTRATIVO,2.7000533494885723,-1.0922915657716699
1402,ADMINISTRATIVO,2.288720504371038,4.213997457865487
8244,ADMINISTRATIVO,2.843394471264275,-0.29374292927202045
662687,ADMINISTRATIVO,-4.5562004027325305,-0.28387251867385976
1372,ADMINISTRATIVO,4.972703799225257,0.48758361291630925
1457,ADMINISTRATIVO,-0.37590299699683144,3.436590576839918
7265,ADMINISTRATIVO,-4.686661410039807,-0.6120727547006469
1476,ADMINISTRATIVO,0.3424068275182065,4.777584166395912
1485,ADMINISTRATIVO,4.284023935741392,1.854364289105619
67869,ADMINISTRATIVO,2.3627707499620745,1.5534107853971857
8558,ADMINISTRATIVO,4.048178955033684,1.7098173384473054
658681,ADMINISTRATIVO,-7.667923178924307,2.487053881074837
1530,ADMINISTRATIVO,1.1406239027170897,3.810300852530499
1225,ADMINISTRATIVO,0.8064785590127777,1.589182989924196
49404,ADMINISTRATIVO,1.4098632534716293,-2.0764837473786013
102074,ADMINISTRATIVO,0.8576600199797072,-0.08749322611676301
1278,ADMINISTRATIVO,2.0306755362444027,1.1754886456123508
40081,ADMINISTRATIVO,1.959710877775062,1.830407764620295
12471,ADMINISTRATIVO,0.10425419031680891,3.6160878442911417
1644,ADMINISTRATIVO,1.5224843825468386,3.1169991033179123
13703,ADMINISTRATIVO,3.5532571925172816,-0.37793886210558914
1354,ADMINISTRATIVO,4.034176902410656,2.9430008446126292
1555,ADMINISTRATIVO,5.518628405741653,0.9211596195492923
1385,ADMINISTRATIVO,2.6618153476509177,3.948570115112592
649313,ADMINISTRATIVO,4.758415673656531,-2.9803554865890693
1598,ADMINISTRATIVO,4.471824814357472,2.1902194267083996
653764,ADMINISTRATIVO,-5.053289539220045,0.9839706982541911
1554,ADMINISTRATIVO,1.7422180845574864,-1.9054920813114113
76209,ADMINISTRATIVO,-3.346210055899042,-1.8675750159446087
654570,ADMINISTRATIVO,-0.79138313541949,-2.584762381697504
103260,ADMINISTRATIVO,-3.928381979242525,2.24838444410726
102314,ADMINISTRATIVO,0.5544436535936075,-0.3953747277820712
61700,ADMINISTRATIVO,5.384900764744082,2.767429417202572
