IDPERSONA,N_TRAMOS_ROL,N_CATEGORIAS_ROL_DISTINTAS,CATEGORIA_CARGO_ACTUAL,TIPOEMPLEADO_CATEGORIA_ACTUAL,CARGO_ACTUAL_ESTRUCTURAL,UNIDAD_ACTUAL_ESTRUCTURAL,VIGENTE_TRAMO_ESTRUCTURAL,ANIOS_EN_CATEGORIA_ACTUAL,CATEGORIA_CARGO_PRIMERA,ES_TRAYECTORIA_ESTABLE,ES_MIXTO,CARGOS_ACTUALES_MIXTO,CATEGORIAS_ACTUALES_MIXTO,DURACION_MEDIANA_TRAMO_ANIOS,TURBULENCIA_TRAMOS,ENTROPIA_CATEGORIA_CARGO,PROPORCION_ANIOS_ADMINISTRATIVO,N_TRANSICIONES_ROL,N_TRANSICIONES_AA_A_DD,N_TRANSICIONES_DD_A_AA,TUVO_TRANSICION_AA_A_DD,TUVO_TRANSICION_DD_A_AA,ANIOS_DESDE_ULTIMA_TRANSICION,N_ROLES_ADICIONALES_SIMULTANEOS_DISTINTOS,CATEGORIA_ROL_ADICIONAL_MAS_RECIENTE,TUVO_ROL_ADICIONAL_SIMULTANEO,ANIOS_EN_UNIDAD_ACTUAL,TUVO_FUNCION_ADICIONAL,N_FUNCIONES_ADICIONALES,N_CATEGORIAS_FUNCION_ADICIONAL_DISTINTAS,TUVO_SUBROGACION,N_SUBROGACIONES,TUVO_FUNCION_NO_COINCIDENTE_CON_CONTRATO,CATEGORIA_FUNCION_ADICIONAL_MAS_RECIENTE,CARGO_PUNTUAL_VIGENTE,UNIDAD_PUNTUAL_VIGENTE,CATEGORIA_PUNTUAL_VIGENTE,TIPOEMPLEADO_PUNTUAL_VIGENTE
820,7,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,5.6,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,0.36,1.74,-0.0,0.0,0,0,0,False,False,,0,,False,4.35,False,0,0,False,0,False,,,,,
822,1,1,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,SECRETARIA,DESCONOCIDA,False,4.91,ASISTENCIA_SECRETARIAL_OFICINA,True,False,,,4.91,,-0.0,1.0,0,0,0,False,False,,0,,False,4.91,False,0,0,False,0,False,,,,,
830,2,2,SERVICIOS_GENERALES_OFICIOS,ADMINISTRATIVO,OPERARIO ELECTROMECÀNICO E INDUSTRIAL,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,6.66,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,3.83,1.05,0.3866,1.0,1,0,0,False,False,12.7,0,,False,1.66,False,0,0,False,0,False,,,,,
831,14,4,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,GERENCIA ADMINISTRATIVA,True,0.69,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,0.99,1.29,1.0807,1.0,3,0,0,False,False,7.78,0,,False,0.69,False,0,0,False,0,False,,,,,
836,3,3,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AGREGADO 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA,True,10.12,JEFATURA_SUPERVISION_OPERATIVA,False,False,,,4.0,0.76,0.9143,0.2442,2,1,0,True,False,10.12,0,,False,10.7,True,5,2,False,0,True,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,,,,
840,2,1,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE EJECUTIVA 2,FACULTAD DE CIENCIAS DE LA VIDA,False,36.33,ASISTENCIA_SECRETARIAL_OFICINA,True,False,,,18.45,1.37,-0.0,1.0,0,0,0,False,False,,0,,False,6.33,False,0,0,False,0,False,,,,,
842,1,1,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,AUXILIAR DE SERVICIOS,CENTRO DE ESTUDIOS DEL MEDIO AMBIENTE,False,6.32,AUXILIAR_AYUDANTE_OPERATIVO,True,False,,,6.32,,-0.0,1.0,0,0,0,False,False,,0,,False,0.33,False,0,0,False,0,False,,,,,
843,6,3,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (MT),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,13.49,DOCENTE_TITULAR_CARRERA,False,False,,,0.69,1.93,0.2842,0.01,3,1,1,True,True,28.34,0,,False,10.49,False,0,0,False,0,False,,,,,
844,4,3,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,29.78,DOCENTE_TITULAR_CARRERA,False,False,,,0.67,1.86,0.2008,0.0116,3,0,1,False,True,27.91,0,,False,13.7,False,0,0,False,0,False,,,,,
846,53,5,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,True,0.04,JEFATURA_SUPERVISION_OPERATIVA,False,False,,,0.04,5.16,0.3755,0.0694,14,3,2,True,True,0.04,1,AUTORIDAD_ACADEMICA_SUPERIOR,True,0.04,True,20,1,True,18,True,OTROS_AA,,,,
850,34,4,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (MT),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,False,0.38,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.36,1.57,0.5328,0.1805,7,3,3,True,True,28.9,0,,False,0.38,True,11,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
851,6,5,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,SUBDECANO(A),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,True,5.56,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,1.87,1.21,1.1565,0.2021,4,1,0,True,False,5.56,0,,False,5.56,True,15,3,True,11,True,OTROS_AA,,,,
858,2,2,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE EJECUTIVA 2,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,False,29.58,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,16.37,1.14,0.3173,1.0,1,0,0,False,False,35.7,0,,False,5.58,False,0,0,False,0,False,,,,,
862,4,3,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA DE SEGUROS,GERENCIA FINANCIERA,False,32.07,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,2.4,1.61,0.4909,1.0,2,0,0,False,False,38.69,0,,False,5.08,False,0,0,False,0,False,,,,,
865,14,4,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA DE DESARROLLO DE SISTEMAS 3,DESCONOCIDA,False,6.83,PROFESIONAL_ANALISTA,False,False,,,0.37,2.1,0.8998,0.9308,4,1,1,True,True,11.7,0,,False,0.0,True,6,3,True,3,True,OTROS_AA,,,,
866,3,2,JEFATURA_SUPERVISION_OPERATIVA,ADMINISTRATIVO,GUARDALMACÉN,DIRECCIÓN DE ADQUISICIONES Y SUMINISTROS,False,11.25,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,11.25,1.02,0.5885,1.0,1,0,0,False,False,16.7,0,,False,6.25,False,0,0,False,0,False,,,,,
869,5,4,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,ADMINISTRATIVO,DIRECTOR DE PROYECTO,DESCONOCIDA,False,0.83,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,1.0,1.58,0.7404,0.0598,4,0,1,False,True,27.29,0,,False,1.35,False,0,0,False,0,False,,,,,
870,13,2,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,6.18,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.38,1.78,0.6576,0.0,1,0,0,False,False,6.56,0,,False,11.58,False,0,0,False,0,False,,,,,
874,1,1,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,8.33,DOCENTE_TITULAR_CARRERA,True,False,,,8.33,,-0.0,0.0,0,0,0,False,False,,0,,False,8.33,False,0,0,False,0,False,,,,,
878,5,3,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA CONTABLE 1,GERENCIA FINANCIERA,False,6.3,PROFESIONAL_ESPECIALIZADO_TECNICO,False,False,,,1.16,1.36,0.6924,1.0,2,0,0,False,False,11.7,0,,False,6.3,False,0,0,False,0,False,,,,,
883,7,5,PROFESIONAL_ESPECIALIZADO_TECNICO,ADMINISTRATIVO,CONTADOR GENERAL,GERENCIA FINANCIERA,False,4.95,SERVICIOS_GENERALES_OFICIOS,False,False,,,4.59,1.02,1.2968,1.0,5,0,0,False,False,11.07,0,,False,5.58,False,0,0,False,0,False,,,,,
888,1,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÈCNICO DE MANTENIMIENTO,DIRECCIÓN DE SERVICIOS GENERALES,False,3.5,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,3.5,,-0.0,1.0,0,0,0,False,False,,0,,False,3.5,False,0,0,False,0,False,,,,,
891,15,6,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA DE LABORATORIO,DESCONOCIDA,False,5.88,SERVICIOS_GENERALES_OFICIOS,False,False,,,0.38,1.59,1.5758,0.8337,5,1,1,True,True,10.42,0,,False,0.0,False,0,0,False,0,False,,,,,
893,3,2,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICO DE INFORMACIÓN BIBLIOTECARIO,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,False,5.75,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,5.75,1.34,0.4233,1.0,1,0,0,False,False,11.7,0,,False,5.75,False,0,0,False,0,False,,,,,
898,7,2,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,21.95,DOCENTE_TITULAR_CARRERA,False,False,,,1.0,2.1,0.2655,0.0,4,0,0,False,False,27.06,0,,False,8.75,True,2,2,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
903,3,3,PROFESIONAL_ESPECIALIZADO_TECNICO,ADMINISTRATIVO,ABOGADO,GERENCIA JURÍDICA,False,5.92,ASISTENCIA_SECRETARIAL_OFICINA,False,False,,,5.92,1.27,0.5001,1.0,2,0,0,False,False,11.7,0,,False,5.92,True,2,1,True,2,True,OTROS_AA,,,,
912,10,3,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,30.16,DOCENTE_TITULAR_CARRERA,False,False,,,0.36,2.49,0.4162,0.0066,3,1,1,True,True,30.16,1,AUTORIDAD_ACADEMICA_SUPERIOR,True,13.7,True,4,1,True,2,True,OTROS_AA,,,,
913,2,2,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,AUXILIAR DE SERVICIOS,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,10.5,SERVICIOS_GENERALES_OFICIOS,False,False,,,19.83,0.67,0.5779,1.0,1,0,0,False,False,15.79,0,,False,2.41,False,0,0,False,0,False,,,,,
918,1,1,SERVICIOS_GENERALES_OFICIOS,ADMINISTRATIVO,GUARDIÀN/GUARDIÀN ADMINISTRATIVO,DIRECCIÓN DE SERVICIOS GENERALES,False,15.43,SERVICIOS_GENERALES_OFICIOS,True,False,,,15.43,,-0.0,1.0,0,0,0,False,False,,0,,False,1.84,False,0,0,False,0,False,,,,,
919,4,3,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA FINANCIERO 1,GERENCIA FINANCIERA,False,8.41,ASISTENCIA_SECRETARIAL_OFICINA,False,False,,,5.71,1.16,0.8483,1.0,2,0,0,False,False,11.7,0,,False,8.41,False,0,0,False,0,False,,,,,
921,6,3,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,SUBDECANO(A),DESCONOCIDA,False,0.01,DOCENTE_TITULAR_CARRERA,False,False,,,0.54,1.75,0.553,0.0,3,0,0,False,False,7.84,0,,False,0.01,True,5,2,False,0,True,OTROS_AA,,,,
923,32,3,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,True,14.37,DOCENTE_TITULAR_CARRERA,False,False,,,0.36,3.1,0.0471,0.003,3,1,1,True,True,7.56,1,AUTORIDAD_ACADEMICA_SUPERIOR,True,13.7,True,18,1,True,14,True,OTROS_AA,,,,
926,15,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,True,0.35,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,0.38,0.36,0.0,0.0,0,0,0,False,False,,0,,False,0.35,False,0,0,False,0,False,,,,,
931,22,4,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,13.7,ASISTENCIA_SECRETARIAL_OFICINA,False,False,,,0.36,2.63,0.3795,0.0255,4,2,1,True,True,10.67,0,,False,13.7,True,1,1,False,0,True,AUTORIDAD_ACADEMICA_SUPERIOR,,,,
938,4,2,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE EJECUTIVA 2,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,25.64,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,3.17,1.43,0.4906,1.0,3,0,0,False,False,29.84,0,,False,7.5,False,0,0,False,0,False,,,,,
939,2,2,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE EJECUTIVA 2,UNIDAD DE BIENESTAR ESTUDIANTIL Y POLITÉCNICO,False,33.24,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,16.74,1.39,0.0431,1.0,1,0,0,False,False,37.45,0,,False,7.5,False,0,0,False,0,False,,,,,
944,3,2,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA DE INFRAESTRUCTURA INFORMÁTICA 2,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,13.5,SERVICIOS_GENERALES_OFICIOS,False,False,,,13.5,0.8,0.6905,1.0,1,0,0,False,False,17.79,0,,False,0.5,False,0,0,False,0,False,,,,,
946,18,5,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,ADMINISTRATIVO,GERENTE FINANCIERO,GERENCIA FINANCIERA,False,0.03,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,0.16,1.72,1.4669,1.0,6,0,0,False,False,11.1,0,,False,0.02,True,1,1,False,0,True,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,,,,
951,1,1,SERVICIOS_GENERALES_OFICIOS,ADMINISTRATIVO,CHOFER,DIRECCIÓN DE SERVICIOS GENERALES,False,9.58,SERVICIOS_GENERALES_OFICIOS,True,False,,,9.58,,-0.0,1.0,0,0,0,False,False,,0,,False,3.58,False,0,0,False,0,False,,,,,
953,6,3,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE DE ACTIVOS FIJOS DE UNIDAD ACADÉMICA,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,7.0,ASISTENCIA_SECRETARIAL_OFICINA,False,False,,,5.0,0.4,0.9321,1.0,4,0,0,False,False,11.7,0,,False,7.0,True,1,1,False,0,True,OTROS_AA,,,,
954,12,1,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,23.9,DOCENTE_TITULAR_CARRERA,True,False,,,0.36,2.97,-0.0,0.0,0,0,0,False,False,,0,,False,11.87,False,0,0,False,0,False,,,,,
955,19,4,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,True,0.04,OTROS_AA,False,False,,,0.04,3.73,0.4112,0.0136,5,2,1,True,True,2.57,1,AUTORIDAD_ACADEMICA_SUPERIOR,True,0.04,True,20,4,True,16,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
958,8,3,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE CAPACITACIÓN,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,0.06,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.36,1.43,0.7235,0.0065,2,0,1,False,True,3.68,0,,False,0.06,True,1,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
964,32,1,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AGREGADO 2 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,17.33,DOCENTE_TITULAR_CARRERA,True,False,,,0.36,3.45,-0.0,0.0,0,0,0,False,False,,0,,False,11.87,False,0,0,False,0,False,,,,,
969,16,5,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,ADMINISTRATIVO,DIRECTOR DEL CENTRO DE PROMOCIÓN Y EMPLEO,DIRECCIÓN DE LA SECRETARÍA TÉCNICA DE ASEGURAMIENTO DE LA CALIDAD DE LA EDUCACIÓN SUPERIOR,False,0.23,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,0.36,2.02,1.2456,0.9403,5,2,2,True,True,11.14,0,,False,0.5,False,0,0,False,0,False,,,,,
972,2,1,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE EJECUTIVA 2,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,22.25,ASISTENCIA_SECRETARIAL_OFICINA,True,False,,,13.02,1.0,-0.0,1.0,0,0,0,False,False,,0,,False,11.25,True,1,1,False,0,True,OTROS_AA,,,,
973,14,2,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,False,14.75,DOCENTE_TITULAR_CARRERA,False,False,,,0.36,2.11,0.1638,0.0387,2,1,1,True,True,31.34,0,,False,11.75,False,0,0,False,0,False,,,,,
975,6,3,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE DE SOPORTE TÉCNICO,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,True,11.7,ASISTENCIA_SECRETARIAL_OFICINA,False,False,,,7.22,0.91,1.0939,1.0,3,0,0,False,False,11.7,0,,False,11.7,True,1,1,False,0,True,OTROS_AA,,,,
977,1,1,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,AUXILIAR DE SERVICIOS,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,False,10.41,AUXILIAR_AYUDANTE_OPERATIVO,True,False,,,10.41,,-0.0,1.0,0,0,0,False,False,,0,,False,4.41,False,0,0,False,0,False,,,,,
978,2,2,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE EJECUTIVA 2,DESCONOCIDA,False,34.63,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,18.9,1.18,0.2875,1.0,1,0,0,False,False,38.92,0,,False,0.0,False,0,0,False,0,False,,,,,
981,32,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,7.34,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,0.36,2.01,-0.0,0.0,0,0,0,False,False,,0,,False,6.56,True,3,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
986,13,1,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AGREGADO 3 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,True,11.54,DOCENTE_TITULAR_CARRERA,True,False,,,0.38,1.97,-0.0,0.0,0,0,0,False,False,,0,,False,10.12,True,3,2,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,SERVICIOS PROFESIONALES - EVENTO DE CAPACITACIÓN,CENTRO DE EMPRENDIMIENTO E INNOVACIÓN I3LAB,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,DOCENTE
988,32,2,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,True,0.96,DOCENTE_TITULAR_CARRERA,False,False,,,0.01,4.36,0.2012,0.0509,2,1,1,True,True,22.84,0,,False,0.96,True,1,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
990,5,2,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE EJECUTIVA 2,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,True,17.7,ASISTENCIA_SECRETARIAL_OFICINA,False,False,,,3.08,1.27,0.5473,1.0,4,0,0,False,False,17.7,0,,False,11.7,False,0,0,False,0,False,,,,,
999,10,2,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL 1 (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,16.7,DOCENTE_TITULAR_CARRERA,False,True,PROFESOR TITULAR PRINCIPAL 1 (TP); GERENTE DE PLANIFICACIÓN ESTRATÉGICA,DOCENTE_TITULAR_CARRERA;AUTORIDAD_ADMINISTRATIVA_SUPERIOR,0.38,2.13,0.4507,0.1668,1,0,1,False,True,4.04,0,,False,13.7,True,1,1,False,0,True,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,,,,
1000,3,3,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA TÉCNICO ACADÉMICO 2,DIRECCIÓN DE LA SECRETARÍA TÉCNICA ACADEMICA,False,7.16,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,7.16,0.96,0.8068,1.0,2,0,0,False,False,11.7,0,,False,7.16,False,0,0,False,0,False,,,,,
1001,25,4,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA,True,19.35,JEFATURA_SUPERVISION_OPERATIVA,False,False,,,0.03,4.22,0.5724,0.1307,4,1,0,True,False,11.92,1,AUTORIDAD_ACADEMICA_SUPERIOR,True,8.7,True,12,1,True,10,True,OTROS_AA,,,,
1003,3,3,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AGREGADO 1 (TP),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,True,20.96,JEFATURA_SUPERVISION_OPERATIVA,False,False,,,2.99,1.42,0.3825,0.1247,2,1,0,True,False,11.26,0,,False,11.87,False,0,0,False,0,False,,,,,
1006,23,2,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,True,16.7,DOCENTE_TITULAR_CARRERA,False,False,,,0.36,3.33,0.0728,0.0138,2,1,1,True,True,23.52,0,,False,13.7,True,4,2,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
1010,2,2,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AGREGADO 2 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,13.7,DOCENTE_TITULAR_CARRERA,False,False,,,6.89,1.4,0.0334,0.0054,1,0,1,False,True,13.7,0,,False,13.7,False,0,0,False,0,False,,,,,
1013,11,2,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DECANO(A),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,True,6.21,DOCENTE_TITULAR_CARRERA,False,False,,,0.37,2.22,0.4923,0.0,1,0,0,False,False,6.21,0,,False,13.7,True,25,2,True,22,True,OTROS_AA,,,,
1032,2,2,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE EJECUTIVA 2,GERENCIA ADMINISTRATIVA,False,7.58,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,4.41,1.01,0.4075,1.0,1,0,0,False,False,11.7,0,,False,7.58,False,0,0,False,0,False,,,,,
1033,2,2,JEFATURA_SUPERVISION_OPERATIVA,ADMINISTRATIVO,ASISTENTE DE GUARDALMACÉN,DIRECCIÓN DE SERVICIOS GENERALES,False,8.67,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,17.12,0.7,0.5656,1.0,1,0,0,False,False,11.7,0,,False,8.67,False,0,0,False,0,False,,,,,
1035,3,2,SERVICIOS_GENERALES_OFICIOS,ADMINISTRATIVO,CHOFER,DIRECCIÓN DE SERVICIOS GENERALES,False,8.83,SERVICIOS_GENERALES_OFICIOS,False,False,,,1.0,1.25,0.3073,1.0,2,0,0,False,False,11.7,0,,False,4.83,False,0,0,False,0,False,,,,,
1038,4,3,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,ADMINISTRATIVO,GERENTE ADMINISTRATIVO,DESCONOCIDA,False,7.16,OTROS_AA,False,False,,,3.64,1.2,0.7096,0.3846,2,1,1,True,True,12.29,0,,False,0.0,True,1,1,False,0,True,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,,,,
1041,16,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,5.95,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,0.38,1.39,-0.0,0.0,0,0,0,False,False,,0,,False,5.7,False,0,0,False,0,False,,,,,
1043,70,4,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,"VICERRECTOR(A) DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN","VICERRECTORADO DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN",True,0.04,ASISTENCIA_SECRETARIAL_OFICINA,False,False,,,0.02,3.64,1.2583,0.2891,3,1,0,True,False,8.84,1,DOCENTE_TITULAR_CARRERA,True,0.04,True,52,3,True,48,True,OTROS_AA,,,,
1045,13,5,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DECANO(A),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,True,10.54,ASISTENCIA_SECRETARIAL_OFICINA,False,False,,,0.37,1.58,1.0527,0.0304,9,3,2,True,True,7.64,0,,False,7.64,True,12,3,True,6,True,OTROS_AA,,,,
